sample-id	forward-absolute-filepath	reverse-absolute-filepath
Cohort3_AC_F_4m_1	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK001/MHK001_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK001/MHK001_2.fq.gz
Cohort3_AC_F_4m_2	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK002/MHK002_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK002/MHK002_2.fq.gz
Cohort3_AC_F_4m_3	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK003/MHK003_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK003/MHK003_2.fq.gz
Cohort3_AC_F_4m_4	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK004/MHK004_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK004/MHK004_2.fq.gz
Cohort3_AC_F_4m_5	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK005/MHK005_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK005/MHK005_2.fq.gz
Cohort3_AC_F_20m_1	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK006/MHK006_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK006/MHK006_2.fq.gz
Cohort3_AC_F_20m_2	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK007/MHK007_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK007/MHK007_2.fq.gz
Cohort3_AC_F_20m_3	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK008/MHK008_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK008/MHK008_2.fq.gz
Cohort3_AC_F_20m_4	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK009/MHK009_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK009/MHK009_2.fq.gz
Cohort3_AC_F_20m_5	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK010/MHK010_1.fq.gz	/Users/minhookim/Dropbox/Benayoun_lab/Projects/Menopause_microbiome_project/Data/Raw_sequencing_data/Amplicon_sequencing/AC_donors/Cohort3/MHK010/MHK010_2.fq.gz
